"RESULT","DAY","ID"
4,21/05/21,717
4,20/12/24,735
5,21/03/20,825
6,20/06/28,533
5,21/01/19,284
6,21/01/19,721
5,20/11/22,879
3,21/04/01,440
5,20/09/16,887
3,20/08/31,106
4,20/11/23,908
5,20/09/14,234
5,20/07/02,216
2,21/03/05,521
4,20/12/15,717
4,21/01/04,541
5,20/11/18,162
6,20/09/27,943
4,20/07/28,162
3,21/02/05,916
3,20/07/08,746
2,20/10/04,392
3,20/11/27,577
3,20/11/14,367
5,21/02/23,979
2,21/04/05,588
5,20/12/05,21
6,20/11/18,847
3,20/09/18,588
4,21/04/21,541
6,21/04/15,288
5,20/06/18,971
5,20/07/13,221
6,21/02/24,916
3,20/10/25,62
3,20/11/14,893
3,20/11/21,547
4,21/05/11,718
3,20/06/25,162
5,20/10/12,57
5,20/08/16,721
4,20/07/23,546
4,20/08/17,40
4,20/08/06,440
4,20/07/20,284
3,20/11/02,284
5,20/12/29,209
3,21/02/09,240
4,20/10/27,362
4,20/09/22,871
2,20/12/25,944
5,20/07/16,541
4,20/06/04,521
6,21/01/07,34
4,20/08/22,533
2,21/04/05,340
2,20/08/31,392
3,21/04/07,142
5,21/03/22,356
5,20/07/30,721
4,21/01/08,472
3,20/07/14,21
6,20/08/14,284
4,21/01/15,362
5,21/04/20,382
4,21/03/11,362
5,20/11/17,971
4,20/10/07,513
5,20/09/17,40
5,20/11/25,588
4,20/11/09,914
4,20/08/26,42
6,21/05/13,223
5,20/06/05,825
2,20/05/27,62
5,21/05/17,541
5,21/02/13,137
4,21/01/31,489
5,20/05/30,577
4,20/06/25,161
6,21/01/03,539
5,21/04/21,487
4,21/01/23,700
6,21/02/15,941
4,21/04/02,487
2,21/04/23,498
4,21/04/29,34
4,20/08/13,284
5,21/01/23,340
2,21/02/28,533
5,20/11/08,340
4,20/09/24,472
3,20/10/17,825
3,20/06/23,498
3,20/09/12,285
5,21/04/10,222
4,21/02/18,890
5,20/12/16,539
6,20/08/11,392
2,20/06/19,717
6,21/01/01,908
6,21/02/13,46
6,20/09/28,250
4,20/09/24,40
4,21/01/03,606
6,20/12/23,34
5,21/01/16,620
3,20/10/28,934
2,20/06/20,159
2,20/09/07,240
5,20/06/15,250
5,20/08/31,144
4,20/10/29,24
6,20/10/18,57
6,20/09/09,891
5,21/03/02,62
5,20/12/13,392
3,21/04/25,166
3,21/02/20,97
4,21/02/09,13
2,20/05/31,801
2,20/09/13,340
3,20/06/28,812
5,21/01/01,541
5,20/11/25,941
5,20/12/26,166
4,21/01/20,893
4,21/03/19,222
5,20/09/17,891
4,21/05/11,382
3,20/08/26,142
2,20/07/03,209
6,20/07/27,483
3,21/04/29,559
5,20/09/04,847
4,21/03/08,700
4,20/09/14,941
4,20/12/22,222
6,21/04/26,700
2,20/07/02,159
3,20/07/18,234
4,21/03/11,356
5,20/06/24,344
4,21/04/14,906
3,20/07/26,230
5,20/08/30,24
4,20/07/23,222
3,20/11/03,498
4,20/08/05,891
2,21/02/11,511
3,21/02/15,85
3,20/12/18,742
2,21/03/05,144
4,21/04/19,541
5,20/10/30,547
6,21/04/01,230
4,20/07/01,221
4,20/11/16,440
5,20/07/31,979
4,21/01/19,533
3,20/07/28,159
4,21/02/05,324
6,20/05/26,57
6,20/06/16,721
3,20/07/22,188
3,20/07/19,340
4,20/06/18,934
5,20/06/18,539
5,20/07/21,230
4,21/01/03,269
6,20/07/27,812
3,21/04/15,230
3,20/10/29,521
5,21/03/29,746
4,20/06/09,887
4,21/02/27,795
2,20/06/03,943
2,20/09/15,42
6,20/11/14,269
3,20/12/29,577
3,20/08/02,397
3,20/11/04,547
3,20/10/19,795
4,20/10/24,539
4,20/12/26,367
2,21/05/01,718
4,20/07/03,62
6,21/01/03,690
6,21/01/07,356
4,20/06/15,145
3,20/12/31,142
4,20/09/05,222
4,20/06/21,844
2,21/04/20,231
3,21/02/09,362
5,20/09/17,679
5,21/03/30,253
3,20/06/20,539
6,20/05/27,324
2,20/08/07,436
6,20/11/24,362
3,20/08/26,145
3,21/03/10,230
3,20/11/24,717
4,21/03/21,511
2,21/04/21,137
5,20/07/30,292
4,20/08/03,155
4,21/04/03,162
5,21/04/04,137
2,20/08/25,432
5,20/12/03,382
4,21/05/09,292
4,20/12/13,442
3,20/05/26,162
5,20/11/22,162
5,21/04/02,428
4,21/03/18,882
4,20/08/09,511
4,21/04/16,801
4,20/10/31,442
3,20/10/22,944
2,21/01/22,269
4,21/02/08,382
3,21/03/19,221
4,20/10/29,188
3,21/05/12,21
4,20/08/17,428
4,21/02/18,34
2,20/11/26,24
2,20/12/29,292
6,20/06/23,472
4,20/12/29,142
2,21/02/10,847
5,20/09/02,340
2,20/08/02,63
4,20/09/05,159
4,20/06/10,479
5,21/05/06,487
5,20/09/29,392
3,21/03/30,159
6,21/01/21,97
3,20/12/02,737
5,21/05/22,812
5,20/11/29,847
4,21/01/07,754
3,20/07/16,521
4,21/03/18,941
3,20/08/21,34
4,20/09/03,165
3,21/04/06,908
6,20/10/21,216
4,20/08/11,690
3,20/05/29,648
2,21/04/17,541
3,20/09/14,547
4,20/12/02,584
4,20/06/20,825
2,21/03/10,222
2,20/12/02,934
4,21/01/07,162
4,20/08/28,234
3,20/11/04,392
4,20/11/01,145
4,21/03/09,155
6,21/01/07,848
4,21/01/22,442
3,21/01/15,554
5,20/10/10,717
4,20/06/25,934
4,20/05/27,943
3,20/07/08,914
4,20/09/08,868
5,20/11/08,159
4,21/01/30,57
5,20/12/20,887
5,20/06/18,240
2,20/11/21,340
5,20/11/09,669
5,21/01/12,944
3,21/01/08,522
6,20/08/06,57
4,21/01/09,825
5,20/09/22,541
2,21/05/18,812
4,20/12/12,188
3,20/10/07,137
3,21/03/10,234
3,21/05/19,159
6,20/06/28,356
4,21/01/05,914
2,21/04/20,340
4,21/03/09,679
3,21/04/19,85
5,21/04/12,356
3,21/02/07,240
6,21/04/07,382
2,20/09/14,367
4,21/05/04,24
4,20/09/08,890
3,20/08/05,539
4,20/08/07,240
5,20/12/31,606
3,21/01/18,742
3,20/06/18,700
3,21/04/23,577
4,20/10/04,848
5,20/07/24,498
4,21/03/27,559
4,21/02/07,795
3,21/01/20,356
4,21/02/13,890
4,21/04/08,554
2,21/05/01,890
4,21/05/07,577
2,20/06/25,216
4,20/06/19,489
2,21/04/28,284
6,20/06/19,868
6,20/07/30,916
2,20/08/18,539
5,21/02/25,144
6,20/09/12,159
6,20/07/27,513
3,20/07/20,521
2,20/11/13,483
3,21/05/16,860
5,21/04/16,165
3,21/01/23,442
5,20/08/11,546
4,21/03/15,669
6,21/02/15,848
4,20/08/19,887
4,20/08/16,844
2,21/03/05,577
6,21/04/28,165
2,20/12/26,620
3,20/08/18,97
4,20/10/31,679
6,20/08/16,57
4,21/05/17,511
2,20/10/22,382
4,20/11/27,472
3,20/11/08,222
2,20/09/12,288
3,21/03/21,584
6,20/09/05,63
3,20/12/23,165
4,21/04/12,941
2,20/06/27,539
4,20/06/05,144
5,20/08/05,269
3,21/03/19,511
4,20/10/24,230
4,21/01/27,737
6,21/01/01,344
4,20/10/10,890
4,21/04/23,340
3,21/03/29,795
4,20/09/20,690
3,20/06/11,679
5,20/07/31,479
3,20/09/11,976
6,20/09/27,253
6,21/05/23,62
4,21/04/15,92
4,20/12/31,887
5,21/03/14,906
2,20/08/27,231
3,21/05/19,285
3,20/11/02,746
3,20/07/01,893
2,20/06/10,690
4,20/12/17,72
3,20/09/02,489
4,21/03/19,209
5,20/12/03,362
4,21/04/26,533
4,20/10/26,577
2,20/09/01,533
3,20/08/22,606
3,20/08/02,539
5,20/07/10,92
4,20/10/23,679
5,21/03/21,223
5,21/02/19,383
5,21/05/08,521
4,20/10/31,13
2,20/12/20,554
2,20/05/25,533
2,21/02/07,554
4,21/01/26,882
3,20/11/13,155
3,20/09/03,106
4,20/11/29,341
3,21/04/06,746
5,20/07/28,521
4,21/05/13,397
3,21/05/12,844
2,20/10/28,721
4,21/02/15,92
4,21/05/05,941
3,20/11/04,868
5,20/06/25,825
4,20/06/12,943
4,20/06/16,222
6,20/10/31,522
3,21/02/17,155
6,20/07/17,392
3,20/11/30,216
3,20/07/21,934
4,20/12/21,941
5,20/09/24,34
5,20/07/01,221
5,20/08/11,382
5,20/06/06,367
5,20/09/01,137
4,20/08/13,914
3,20/09/26,166
5,20/10/27,382
4,21/03/17,669
4,20/11/08,442
4,20/09/19,513
4,21/04/22,890
4,20/07/30,533
5,20/08/03,356
3,20/10/15,57
3,20/09/09,288
5,20/06/16,367
3,21/02/09,916
4,20/10/13,284
4,20/06/06,801
4,21/01/31,299
4,21/01/09,979
4,21/01/22,230
4,21/02/04,669
4,20/08/09,106
5,21/02/12,432
6,20/12/18,669
4,21/05/12,785
5,21/01/18,559
3,20/06/14,222
6,20/08/13,908
5,20/09/29,735
5,21/01/17,382
4,21/01/20,362
6,20/06/10,801
6,21/01/22,547
6,21/04/19,559
5,20/05/28,166
5,21/01/22,882
5,20/10/21,221
6,21/03/05,162
3,20/06/27,941
4,20/06/29,231
4,21/02/01,979
4,21/04/19,42
4,20/09/25,868
4,20/08/04,292
4,21/02/19,269
4,20/06/07,479
3,21/04/03,868
4,20/09/09,717
5,20/12/08,826
2,21/04/13,812
4,20/12/15,860
4,21/01/10,487
3,20/10/12,97
5,21/01/13,890
5,21/04/30,382
4,20/08/04,785
3,21/03/30,541
4,21/04/11,906
3,20/09/08,887
4,20/08/15,584
6,21/02/03,721
4,20/07/28,285
5,20/12/30,944
2,21/02/13,382
6,20/12/31,848
6,20/06/03,754
4,20/12/18,85
4,21/04/22,472
3,20/11/16,432
5,20/07/13,46
4,20/11/15,541
6,21/03/15,142
6,20/07/01,250
3,20/06/28,795
6,20/10/10,718
4,21/03/27,742
3,20/11/21,285
5,21/02/24,943
3,21/02/26,159
6,21/05/17,92
4,20/08/13,868
5,20/06/10,844
4,21/03/17,825
4,20/12/24,250
6,20/11/03,356
3,20/12/10,533
2,21/01/08,46
3,20/09/14,483
4,20/11/19,700
2,21/01/20,746
4,20/12/20,231
2,20/07/29,785
6,20/07/10,13
4,20/07/31,161
5,20/10/15,40
4,21/02/09,367
6,20/10/29,165
2,20/12/05,801
6,20/11/01,159
3,20/11/14,746
3,20/07/26,487
5,21/01/20,648
2,20/12/26,483
2,21/05/17,231
4,21/05/16,554
5,21/04/10,230
5,21/02/10,250
3,20/12/18,735
4,21/04/04,356
4,20/10/04,367
4,20/11/22,944
2,21/05/06,848
3,21/01/16,166
4,20/12/19,42
4,20/08/28,971
5,21/05/23,721
4,20/12/17,559
4,20/06/01,34
5,20/12/23,356
4,20/09/19,299
4,21/02/27,943
4,21/03/28,539
6,20/07/12,159
4,21/01/08,479
3,20/06/24,498
4,20/06/28,57
5,20/08/12,166
4,20/10/21,979
4,20/08/04,341
5,20/11/09,934
6,21/04/18,533
5,20/11/30,142
4,21/03/22,344
5,20/10/12,860
3,20/08/16,230
5,20/08/13,483
2,20/12/22,34
5,20/09/11,436
4,20/12/30,679
4,20/06/15,40
6,20/11/14,253
4,20/05/30,971
6,21/04/23,92
3,20/06/08,648
5,20/10/27,428
5,20/11/15,559
5,20/07/19,489
4,21/04/28,648
6,20/12/29,795
6,21/04/06,436
4,21/05/11,971
4,20/11/04,533
4,20/08/12,188
5,21/03/15,669
4,20/09/23,299
2,20/10/04,383
4,20/08/04,436
5,20/11/24,340
3,20/09/16,383
2,21/01/06,606
5,20/10/11,299
4,21/04/11,718
4,20/09/12,871
3,20/11/16,521
5,21/03/05,521
3,20/09/11,299
6,21/01/07,159
4,20/09/17,547
5,20/08/05,541
4,20/06/17,588
2,21/05/21,522
5,20/08/21,382
4,20/10/08,397
3,21/01/31,746
3,20/11/17,606
4,20/08/04,269
4,20/07/25,440
5,20/07/29,882
4,20/11/17,679
3,20/12/06,890
4,21/03/29,72
4,21/04/28,155
4,20/12/20,284
5,20/06/08,868
5,21/01/01,943
3,21/04/07,341
5,20/06/06,166
4,21/01/05,554
4,20/06/18,906
4,20/09/03,848
5,21/03/14,13
2,20/10/26,979
4,20/10/28,436
3,20/06/07,97
3,20/10/16,513
4,21/02/20,588
4,20/10/02,285
4,20/12/17,511
5,20/11/16,513
6,21/03/12,97
5,21/05/14,137
5,20/12/18,106
4,21/04/29,222
4,20/12/12,812
5,21/04/16,92
3,21/05/11,57
3,20/06/26,442
3,20/11/14,397
4,20/12/29,511
4,20/06/06,620
3,21/01/10,941
2,21/03/30,554
3,20/08/11,436
4,20/12/26,231
4,20/05/26,97
4,21/03/22,893
3,20/09/22,292
6,21/02/06,230
5,20/07/22,13
5,20/10/20,489
4,21/04/24,844
3,20/11/26,754
3,20/12/01,498
3,20/09/09,847
4,21/01/13,860
6,21/05/09,547
3,20/06/13,669
3,20/09/18,717
3,21/04/05,700
3,20/10/28,166
3,21/03/12,234
4,21/02/10,92
4,20/12/16,916
3,21/01/12,383
3,20/10/14,522
4,20/12/02,785
5,21/02/04,166
5,20/07/20,976
3,21/02/18,142
5,21/02/25,166
4,20/07/18,85
4,20/12/07,539
5,21/03/25,344
6,20/06/02,826
3,21/04/06,223
6,20/06/08,397
6,20/09/03,487
4,20/10/21,299
5,20/11/16,21
6,21/04/12,162
5,20/12/29,240
6,21/05/11,887
4,21/04/25,847
3,20/11/30,288
2,21/02/07,785
4,20/08/27,934
3,20/10/31,13
5,20/11/09,145
2,21/05/12,976
5,20/11/28,367
5,20/06/17,159
3,20/11/27,847
4,20/10/26,541
5,21/01/26,746
4,21/02/01,735
5,21/05/15,890
3,20/06/18,222
5,20/07/06,513
4,20/05/30,489
2,20/11/08,92
3,20/12/26,584
3,21/04/04,584
4,20/12/02,155
5,20/08/28,742
4,21/05/18,941
3,21/01/21,324
5,20/09/10,887
4,20/11/22,46
5,20/08/28,209
6,20/06/22,825
4,21/04/21,166
3,20/10/31,356
4,20/08/19,72
3,20/07/06,890
4,20/07/15,223
6,20/09/22,240
3,20/12/22,533
5,20/07/14,648
4,20/06/08,34
4,20/07/05,916
4,21/05/07,145
4,21/05/10,188
5,20/06/13,554
4,20/05/31,943
4,20/12/07,382
4,21/01/13,916
4,21/05/05,472
4,21/02/25,392
4,20/10/08,144
3,21/01/06,162
2,20/11/14,142
4,21/01/26,221
2,21/04/17,223
4,20/11/20,742
5,20/11/26,848
4,20/12/07,735
2,21/01/20,285
3,20/12/28,742
5,20/08/31,72
5,21/03/31,825
4,20/09/03,559
5,21/04/26,13
4,20/07/26,879
4,20/11/24,285
2,21/02/11,812
4,20/09/20,906
4,20/12/29,324
4,20/08/25,106
5,21/04/10,324
4,20/12/03,690
5,20/11/21,483
5,20/10/15,250
3,21/03/19,812
4,20/12/31,72
4,20/08/26,559
6,20/07/31,428
5,20/10/18,324
5,21/01/15,253
5,20/05/29,976
4,20/11/03,440
2,21/02/09,188
6,20/11/14,893
6,20/12/02,46
4,20/06/23,106
4,20/09/26,890
3,21/05/05,221
4,21/03/28,893
3,20/06/19,914
2,21/02/06,785
3,20/07/01,367
3,21/02/19,166
6,20/11/05,324
4,20/08/29,533
3,20/11/06,513
4,21/03/09,188
4,20/07/30,559
4,21/01/18,42
3,20/06/02,584
2,21/05/06,13
4,20/10/03,554
3,21/01/27,890
2,20/11/22,700
4,21/01/29,554
2,20/11/15,746
5,21/01/09,269
4,20/05/25,521
3,20/08/08,356
4,20/06/09,489
5,20/08/26,577
4,21/05/15,340
4,21/05/20,13
3,20/06/07,34
3,21/02/01,440
5,21/04/10,13
5,20/10/03,231
6,20/10/19,436
2,21/01/22,367
2,20/07/03,392
5,20/09/05,382
3,20/08/12,944
4,21/04/03,223
2,20/11/19,498
3,20/07/26,844
4,20/11/01,522
3,20/08/29,299
6,20/09/09,844
5,20/12/05,700
5,20/09/23,521
5,20/07/25,487
3,21/01/24,679
3,21/03/11,367
2,21/04/19,472
4,20/07/10,97
3,21/03/05,92
6,21/03/27,479
5,20/10/05,221
5,21/01/26,906
5,21/01/30,92
2,21/01/01,513
5,20/12/16,785
6,20/08/18,159
4,20/11/24,908
5,21/01/14,292
3,21/05/04,487
5,21/01/03,890
3,20/08/26,216
3,21/03/15,162
4,21/01/09,669
4,21/02/23,181
3,20/07/16,916
3,20/07/26,383
5,21/01/25,511
4,20/09/30,746
3,20/11/11,62
5,20/06/03,253
3,20/07/20,231
5,20/11/01,908
5,20/08/08,46
4,21/01/26,737
4,21/04/20,299
4,20/11/17,826
4,20/08/31,868
4,21/03/28,559
2,21/02/01,891
3,21/01/04,13
3,20/05/31,844
5,21/03/31,13
4,21/05/17,546
3,20/06/28,891
4,20/10/04,882
4,20/05/28,292
5,20/12/24,944
4,20/11/26,223
2,20/10/13,522
4,20/11/16,860
5,20/08/31,231
6,21/03/20,383
5,20/11/27,847
3,21/02/06,362
4,20/09/15,669
4,20/09/29,137
4,20/05/25,63
6,21/05/23,440
5,20/11/07,908
3,21/04/09,162
4,21/03/23,356
5,20/09/01,498
2,20/07/12,144
2,21/01/30,916
4,20/09/21,498
6,20/10/29,341
4,20/12/23,72
4,20/07/01,891
4,21/05/19,812
5,20/08/23,746
2,20/07/20,879
4,20/07/12,971
5,20/11/15,63
2,20/08/09,292
5,20/09/07,887
3,21/05/21,700
6,21/03/12,223
4,20/07/12,735
4,20/10/30,299
4,20/10/12,383
5,20/11/28,250
4,21/04/21,546
5,21/04/03,737
6,21/03/14,547
2,21/03/24,324
3,20/11/29,679
4,20/07/24,620
3,20/09/02,223
4,20/12/02,382
2,21/03/15,161
6,21/03/30,848
6,21/04/03,367
3,21/01/05,487
3,21/02/12,914
3,20/06/12,721
6,21/03/26,340
5,20/06/12,795
3,21/05/07,442
3,21/05/13,324
4,21/05/22,746
5,21/05/06,97
6,21/01/29,231
3,20/11/17,700
5,21/04/09,188
4,21/02/13,860
5,20/07/23,230
5,20/06/27,230
4,21/03/01,46
3,21/04/30,934
4,20/07/21,57
6,20/07/28,299
3,20/08/15,432
2,20/09/10,785
5,20/11/25,292
5,20/08/23,159
4,20/10/13,62
5,20/10/28,690
2,20/09/23,700
3,21/04/23,284
4,21/04/01,737
6,21/01/27,588
3,21/04/21,554
2,21/01/20,669
4,20/06/21,106
5,20/12/27,367
4,20/09/01,144
2,20/10/29,324
3,20/09/20,533
4,21/05/06,522
3,20/10/17,57
4,20/06/11,943
5,20/12/30,181
4,21/04/09,341
4,21/02/06,292
3,20/09/19,679
3,20/12/23,230
6,21/01/15,848
4,21/02/02,735
3,20/08/13,21
4,20/08/31,340
5,21/03/18,288
5,21/04/29,159
5,20/11/16,362
4,21/01/02,188
5,20/07/27,382
4,21/03/04,848
2,21/01/06,934
4,20/06/07,397
3,20/09/26,620
4,20/12/05,825
4,20/06/17,230
6,21/03/10,34
6,20/12/21,860
5,20/09/06,879
3,21/02/07,159
3,21/05/16,844
5,21/02/17,106
3,21/04/29,137
2,20/11/07,944
3,21/01/21,522
3,21/02/22,221
5,20/06/21,979
4,20/06/21,785
6,21/03/19,284
6,21/02/25,340
4,20/12/27,533
6,21/02/04,253
4,20/09/08,284
5,20/12/10,57
4,21/02/20,754
5,21/05/06,155
4,20/10/10,392
6,20/10/05,541
3,21/02/07,826
4,21/02/12,887
2,21/04/30,165
3,20/11/23,890
6,20/08/06,914
3,20/10/04,606
4,20/07/05,367
5,20/06/07,879
4,21/01/02,860
4,20/09/18,137
6,21/04/15,106
5,20/08/26,155
4,20/08/20,533
4,21/03/10,906
3,20/08/27,85
5,21/03/12,487
3,20/10/20,868
3,21/01/15,24
4,21/02/15,735
3,20/06/23,511
5,20/07/05,97
4,20/07/09,142
3,21/02/19,62
3,21/03/19,324
2,20/11/05,943
2,21/04/27,181
2,21/01/01,299
5,20/09/26,547
4,20/08/21,97
3,21/02/19,392
4,21/02/19,92
4,21/03/05,440
5,21/01/29,144
5,20/08/27,188
5,20/09/07,483
4,21/04/01,943
3,21/03/07,498
5,20/10/06,718
5,21/01/08,620
3,21/05/08,754
4,20/10/05,826
4,20/09/22,620
5,21/01/12,436
3,21/03/13,92
4,21/01/03,253
5,21/05/04,216
4,20/10/28,428
4,20/11/22,362
4,21/03/15,472
5,21/02/10,979
4,20/06/30,63
4,20/12/13,606
4,20/08/09,181
4,21/01/08,812
4,21/01/06,546
3,21/05/05,57
5,20/09/26,137
5,20/07/19,340
4,20/11/14,442
5,21/05/17,341
2,20/10/18,436
2,20/06/05,440
3,20/11/24,584
4,21/02/25,742
2,20/12/09,546
3,20/07/10,234
4,21/05/02,717
5,21/04/08,223
2,20/11/07,142
5,21/01/09,700
3,20/09/01,511
4,21/01/25,541
3,21/01/04,299
4,20/06/02,432
5,21/03/31,539
3,21/04/16,690
3,20/11/03,559
2,20/08/08,860
3,20/12/15,341
3,20/10/29,916
4,20/11/07,188
4,20/11/13,944
4,20/10/17,432
3,20/09/16,943
5,20/05/31,340
4,20/10/02,367
3,21/04/29,620
2,21/05/08,890
5,20/08/04,648
3,20/10/07,690
2,20/07/18,13
5,20/09/15,546
3,20/08/22,269
5,21/05/09,554
4,21/03/15,754
3,20/08/13,436
4,20/10/16,825
2,21/04/11,669
2,20/08/03,844
2,20/08/11,498
4,21/02/06,188
3,20/12/10,230
3,20/07/17,234
3,20/10/19,57
4,21/05/01,221
4,21/01/07,106
4,21/01/04,397
4,21/05/24,890
4,20/10/12,362
4,20/12/13,976
3,20/09/20,292
5,21/04/11,137
3,21/02/05,162
4,20/07/17,24
4,21/05/24,717
2,20/11/06,440
4,21/02/17,890
3,20/10/31,383
2,20/07/26,250
4,20/07/25,436
2,21/03/27,669
4,21/04/28,209
5,21/05/03,934
5,20/08/27,222
4,21/02/23,785
4,20/10/19,979
2,20/11/06,620
4,21/04/07,57
5,21/04/29,825
5,20/10/12,34
5,20/06/18,240
4,20/10/20,285
4,21/02/03,428
4,20/07/10,284
4,21/03/05,341
4,21/01/30,559
5,21/03/12,606
3,21/01/28,92
3,20/11/22,879
4,21/02/19,533
5,20/07/09,382
3,20/08/09,145
5,20/07/18,392
4,20/10/06,588
4,20/11/01,24
5,20/06/30,324
6,20/07/23,188
2,20/09/13,971
6,20/09/19,161
5,20/12/11,620
2,21/05/22,559
4,21/05/20,584
4,21/02/27,145
5,21/05/22,690
4,20/10/09,971
6,20/12/22,979
2,21/01/04,106
5,20/07/10,717
4,20/12/02,735
4,20/08/03,284
3,20/09/17,216
2,20/07/10,324
3,21/03/22,428
3,20/05/26,483
4,21/04/24,521
2,20/10/30,679
3,21/01/20,161
5,21/03/12,735
5,21/02/03,934
6,21/02/26,934
3,21/01/20,483
4,20/11/26,292
4,20/06/27,24
4,21/03/12,144
3,20/10/03,690
4,20/08/16,559
3,20/12/23,679
4,20/09/12,498
6,20/12/01,356
4,20/12/10,648
3,20/11/22,489
6,20/11/14,742
6,20/06/14,144
4,20/12/20,230
3,20/09/17,63
5,20/06/28,801
6,20/08/12,746
3,21/01/27,735
5,21/02/26,142
3,20/06/27,887
3,20/09/26,432
4,20/08/08,679
6,21/03/18,721
3,20/10/04,934
4,20/06/25,487
3,20/07/26,216
3,20/08/10,188
3,20/06/14,209
5,20/08/26,825
5,21/05/03,511
4,21/05/02,46
4,20/11/11,498
4,20/10/05,690
5,20/11/28,221
2,21/02/15,717
5,20/10/22,487
4,21/03/07,13
5,20/10/03,165
5,21/02/11,577
6,20/11/20,85
5,20/05/31,848
4,21/04/26,718
4,20/07/11,871
3,20/10/04,159
5,20/10/14,742
6,20/06/22,879
5,20/10/01,971
2,20/12/24,223
5,21/04/04,34
3,21/04/29,155
4,21/04/13,860
5,20/11/21,648
3,21/05/23,511
4,20/09/08,559
6,20/08/22,432
4,21/01/15,511
3,20/11/25,511
3,20/10/16,844
4,20/08/01,284
5,21/03/25,284
4,21/02/28,428
6,21/01/05,489
4,20/12/09,85
4,20/12/26,181
4,20/07/03,209
3,20/06/13,57
2,21/05/09,511
4,20/09/12,934
4,20/12/09,428
5,20/11/14,941
4,20/11/14,142
5,20/08/10,669
5,20/10/03,812
5,20/12/03,162
3,20/10/19,554
3,20/12/22,250
5,20/09/16,746
4,21/03/15,669
5,21/01/28,253
5,20/08/09,188
3,20/12/14,541
3,20/09/26,737
5,20/11/15,340
4,20/09/13,392
5,20/07/29,240
3,20/12/11,162
6,20/06/02,559
5,20/07/02,916
4,20/10/02,844
5,21/02/22,63
4,20/09/08,801
4,21/05/07,812
3,20/09/16,498
5,20/09/06,871
3,20/06/06,890
4,20/10/28,746
3,20/07/23,24
2,21/02/13,42
2,20/10/27,539
2,21/05/24,340
5,21/01/27,737
3,21/02/04,21
3,20/12/11,269
3,21/03/01,288
3,21/02/16,914
6,20/07/14,106
5,20/09/21,161
4,21/01/29,356
3,20/12/08,679
5,20/09/21,46
5,20/12/31,97
5,20/10/19,546
3,21/03/30,46
3,20/05/27,860
5,20/11/27,62
5,20/08/13,483
4,20/05/27,479
5,20/10/11,269
3,21/05/03,142
3,20/08/18,584
6,20/10/27,62
5,20/10/10,914
3,21/01/25,383
4,20/08/09,284
4,20/07/20,362
4,20/12/24,483
4,21/03/27,785
3,20/09/07,489
6,20/05/25,795
3,20/07/03,606
5,21/01/18,42
4,21/01/22,489
5,21/02/03,483
2,20/07/07,882
2,20/06/24,577
2,20/07/14,882
4,21/05/09,340
5,20/12/15,299
5,21/01/25,145
4,20/08/24,690
3,20/06/07,890
4,20/10/24,513
4,21/04/26,893
3,21/01/14,860
4,20/06/01,908
2,20/06/21,690
2,20/12/30,620
4,20/08/13,479
5,21/03/13,85
4,20/08/19,746
3,20/08/05,24
5,21/03/15,916
4,20/07/19,188
6,20/10/16,145
5,20/10/29,97
5,20/10/02,588
4,21/03/27,979
3,20/12/02,511
3,20/12/23,860
4,20/10/27,979
4,20/11/22,891
2,20/09/05,826
4,20/10/09,367
5,21/02/08,234
5,20/08/27,513
4,21/03/26,34
2,20/11/15,92
4,20/09/10,159
6,21/03/10,382
3,21/01/20,397
5,21/05/24,669
2,20/11/26,222
5,20/06/17,188
3,20/12/05,871
2,20/06/19,669
5,20/08/15,559
3,20/09/15,234
3,20/07/03,285
6,21/03/11,24
4,20/09/04,42
4,20/12/20,547
6,21/01/11,801
6,20/07/26,547
6,20/11/09,943
6,20/12/27,234
4,20/10/28,735
4,20/09/10,893
3,20/09/12,428
5,21/01/13,209
4,21/04/26,188
4,20/09/17,324
5,20/12/03,288
5,20/07/13,847
2,20/07/19,934
5,20/08/18,971
3,21/05/11,547
3,20/09/20,795
5,21/04/22,606
4,21/03/09,679
6,21/02/24,106
4,21/03/19,13
4,20/09/10,253
3,21/05/19,860
4,21/01/07,383
3,20/08/19,737
3,20/11/12,21
6,20/12/02,288
4,20/11/02,40
5,21/01/14,795
3,21/05/10,222
2,20/12/14,344
3,20/09/01,223
5,20/09/12,700
4,20/08/20,513
4,21/05/13,721
4,21/02/08,979
3,21/04/28,825
3,20/07/03,554
5,20/08/02,181
3,20/12/22,934
2,20/06/05,21
4,20/06/01,341
4,21/05/08,97
2,21/02/01,221
3,20/06/04,979
4,20/07/06,941
4,21/02/12,669
3,21/02/24,914
4,20/11/09,893
5,21/04/27,362
2,20/12/31,440
4,20/09/22,161
5,20/08/12,539
4,21/02/18,893
4,21/05/03,367
4,20/07/17,181
4,20/07/17,161
2,21/03/16,222
3,20/10/11,539
2,20/06/22,498
5,20/09/14,489
4,21/01/31,976
5,20/12/29,397
4,20/11/02,63
4,20/07/14,397
4,20/07/05,559
4,21/05/14,324
3,21/02/27,825
5,20/11/15,269
5,21/01/28,893
2,21/01/02,62
3,20/11/16,231
4,20/09/22,522
4,20/08/18,541
5,21/04/26,547
4,21/02/18,906
5,20/08/28,487
5,21/05/09,436
4,21/04/13,92
5,20/07/05,914
4,20/07/04,253
4,20/07/13,106
4,20/10/31,106
5,21/01/04,240
5,20/11/27,292
