Result,Day,Player
3,2021-05-03,142
3,2020-08-18,584
6,2020-10-27,62
5,2020-10-10,914
4,2021-03-29,276
4,2021-04-11,197
1,2020-12-02,86
3,2021-01-25,383
4,2020-08-09,284
4,2021-02-24,751
4,2020-07-20,362
1,2020-10-31,325
3,2021-02-19,182
6,2020-10-31,627
5,2020-09-15,419
3,2020-06-20,846
4,2020-12-24,483
4,2021-03-27,785
3,2020-09-07,489
4,2020-12-25,260
6,2020-05-25,795
3,2021-03-28,477
3,2020-07-03,606
5,2021-01-18,42
4,2021-01-22,489
2,2020-12-12,730
5,2021-02-03,483
3,2020-10-10,984
2,2020-08-21,56
2,2020-07-07,882
2,2020-06-24,577
3,2020-07-08,149
3,2020-09-06,419
2,2020-07-14,882
3,2020-07-30,405
1,2021-02-09,147
4,2021-05-09,340
3,2021-04-13,644
4,2021-04-26,105
5,2020-12-15,299
2,2020-06-26,485
4,2020-12-17,210
5,2021-01-25,145
5,2020-07-31,179
3,2020-10-05,803
4,2020-08-24,690
3,2020-06-07,890
4,2020-10-24,513
4,2021-04-26,893
1,2020-08-10,384
3,2020-12-18,663
3,2021-01-14,860
3,2021-04-03,420
4,2020-06-01,908
2,2020-06-21,690
3,2020-09-10,758
2,2020-07-10,238
2,2020-12-30,620
3,2020-11-06,840
1,2020-07-04,439
4,2020-08-13,479
5,2021-03-13,85
4,2020-08-19,746
4,2020-10-14,982
3,2020-10-16,799
4,2021-01-12,872
2,2020-09-01,637
3,2020-08-01,585
3,2020-08-05,24
5,2021-03-15,916
4,2020-07-19,188
6,2020-10-16,145
3,2020-06-14,663
5,2020-10-29,97
4,2020-08-16,707
5,2020-10-02,588
4,2021-03-27,979
3,2020-12-02,511
3,2020-12-23,860
2,2020-10-23,17
1,2020-10-17,448
4,2020-10-27,979
6,2021-03-09,974
4,2020-11-22,891
2,2020-10-11,265
5,2020-07-18,458
3,2021-01-16,154
1,2020-11-21,469
5,2020-08-10,492
4,2020-09-13,827
2,2021-01-26,816
2,2021-01-08,357
3,2021-03-27,111
2,2020-09-05,826
4,2020-10-09,367
2,2021-03-15,157
3,2021-01-29,227
2,2020-08-29,568
5,2021-03-13,287
4,2020-09-13,224
2,2020-10-24,425
5,2021-02-08,234
5,2020-08-27,513
3,2020-05-30,951
3,2021-02-04,960
4,2021-03-26,34
1,2021-03-19,550
6,2020-12-31,985
2,2020-11-15,92
2,2020-07-12,905
4,2020-09-10,159
6,2021-03-10,382
3,2021-01-20,397
5,2021-05-24,669
2,2020-11-26,222
5,2020-07-25,637
5,2020-06-17,188
3,2020-12-05,871
3,2021-04-24,653
2,2020-06-19,669
3,2020-06-10,817
2,2021-02-28,508
4,2021-04-11,198
5,2020-08-15,559
6,2020-07-29,360
6,2020-10-23,68
1,2020-07-05,557
3,2021-05-22,108
2,2021-04-30,951
4,2020-10-05,528
2,2020-12-20,412
3,2020-09-15,234
4,2020-09-24,638
6,2020-11-21,113
4,2021-05-06,663
1,2021-05-02,779
3,2020-07-03,285
6,2021-03-11,24
2,2021-03-16,336
4,2020-09-04,42
4,2020-12-20,547
6,2021-01-11,801
6,2020-07-26,547
3,2020-12-03,640
6,2020-11-09,943
6,2020-12-27,234
3,2020-10-17,235
4,2021-03-13,651
2,2020-11-19,457
4,2020-10-28,735
3,2020-10-09,694
3,2021-04-25,808
3,2021-01-27,863
4,2020-09-10,893
1,2020-06-01,600
1,2021-05-16,532
3,2020-09-12,428
4,2020-10-19,506
5,2021-01-13,209
3,2021-04-01,723
2,2021-04-24,73
4,2021-04-26,188
2,2020-12-20,939
4,2020-09-17,324
5,2020-12-03,288
5,2020-07-13,847
2,2020-07-19,934
5,2020-08-18,971
2,2020-07-24,186
2,2021-01-08,531
3,2021-05-11,547
3,2020-09-20,795
3,2020-06-06,989
3,2021-05-20,411
5,2021-04-22,606
3,2020-12-12,561
4,2021-03-09,679
6,2021-02-24,106
4,2021-03-19,13
1,2020-07-13,932
4,2020-09-10,253
2,2020-10-22,557
3,2020-09-13,64
3,2021-05-19,860
4,2021-04-23,7
2,2021-04-12,265
4,2021-01-07,383
3,2020-08-19,737
1,2020-08-26,655
3,2020-11-12,21
3,2020-12-14,911
3,2020-11-03,796
6,2020-12-02,288
4,2020-11-02,40
3,2020-06-30,182
5,2021-01-14,795
3,2021-05-10,222
2,2020-12-14,344
3,2020-09-01,223
5,2021-03-27,17
5,2020-09-12,700
4,2020-08-20,513
4,2021-05-13,721
2,2021-04-12,564
2,2020-08-19,909
4,2021-02-08,979
3,2021-04-28,825
3,2020-07-03,554
4,2020-11-25,470
5,2020-08-02,181
4,2020-12-05,903
3,2020-12-22,934
2,2020-06-05,21
4,2020-06-01,341
3,2020-09-06,736
2,2021-04-22,653
4,2021-05-08,97
2,2020-12-05,396
2,2021-02-01,221
3,2020-06-04,979
3,2020-12-04,255
4,2020-07-06,941
4,2021-02-12,669
3,2021-02-24,914
2,2020-06-16,182
4,2020-11-09,893
5,2021-04-27,362
4,2020-12-26,465
2,2020-12-31,440
3,2021-02-22,518
4,2020-12-08,125
4,2020-09-22,161
5,2020-08-12,539
4,2021-02-18,893
2,2020-06-26,368
3,2021-01-05,558
4,2020-12-14,621
2,2021-03-15,116
4,2021-05-03,367
2,2021-05-04,640
4,2020-07-17,181
6,2020-06-27,841
4,2020-07-17,161
4,2021-04-27,469
2,2021-03-16,222
2,2021-05-11,519
2,2020-08-08,426
3,2020-10-11,539
2,2020-06-22,498
5,2020-09-14,489
4,2021-01-31,976
5,2020-12-29,397
4,2020-11-02,63
4,2020-07-14,397
4,2020-07-05,559
3,2021-04-25,413
1,2020-10-01,140
3,2020-09-03,480
6,2020-08-17,802
4,2021-05-14,324
3,2021-02-27,825
2,2021-02-12,464
5,2020-11-15,269
5,2021-01-28,893
3,2020-12-09,874
2,2021-01-02,62
3,2020-11-16,231
5,2020-09-17,553
4,2020-09-22,522
4,2020-08-18,541
5,2021-02-13,174
4,2021-03-14,276
3,2020-08-03,633
5,2021-04-26,547
4,2021-02-18,906
5,2020-08-28,487
5,2021-05-09,436
4,2021-02-21,854
4,2021-04-13,92
1,2020-07-21,256
2,2020-07-27,343
1,2021-05-19,320
5,2020-07-05,914
4,2020-07-04,253
4,2020-07-13,106
4,2020-10-31,106
5,2021-01-04,240
1,2020-08-19,111
1,2020-11-15,59
3,2020-11-11,780
3,2020-06-02,556
5,2020-11-27,292
5,2020-11-27,489
6,2021-03-19,590
5,2020-12-14,489
3,2020-06-29,63
5,2020-06-18,941
2,2021-03-19,620
4,2020-06-11,983
3,2020-12-15,831
1,2020-10-09,591
4,2021-01-31,234
4,2021-01-24,914
2,2021-05-04,893
3,2020-10-28,669
4,2021-02-19,587
3,2020-07-31,596
3,2021-04-17,307
3,2020-06-01,483
5,2021-01-02,822
3,2021-03-06,929
2,2020-07-15,657
4,2020-07-09,288
4,2021-03-23,916
4,2020-10-21,844
4,2021-01-24,943
4,2020-11-25,269
4,2020-06-18,188
4,2020-10-31,299
3,2020-11-03,914
4,2021-05-24,383
4,2021-01-18,229
6,2021-03-15,442
2,2020-12-23,99
5,2020-08-21,62
4,2021-04-16,934
6,2021-04-19,871
3,2020-11-23,660
3,2020-08-03,609
3,2020-09-08,230
6,2020-06-27,826
4,2020-06-11,392
2,2020-12-06,737
3,2020-11-25,971
4,2021-03-02,24
6,2020-09-28,522
3,2021-05-22,253
3,2021-03-01,748
3,2021-01-24,198
1,2020-06-20,740
3,2020-06-17,721
6,2021-01-03,344
4,2020-06-25,230
5,2021-03-15,69
5,2021-01-17,43
3,2021-03-18,970
5,2020-08-21,850
5,2020-05-30,826
5,2020-07-20,62
3,2020-09-27,737
2,2021-01-20,755
5,2021-04-09,746
4,2020-09-26,223
5,2020-07-28,479
4,2021-03-21,871
4,2021-04-21,223
4,2020-06-25,207
4,2020-09-18,24
4,2020-12-06,669
2,2021-05-13,522
3,2021-03-02,567
5,2021-03-10,600
4,2020-08-28,750
1,2020-08-04,64
4,2020-07-12,592
5,2020-10-04,826
1,2021-03-07,748
6,2021-05-15,941
6,2020-11-03,40
4,2020-09-08,941
2,2021-03-14,150
3,2020-06-13,948
1,2020-10-16,818
4,2020-10-28,559
3,2021-04-17,968
4,2020-09-22,409
4,2020-09-14,284
2,2021-02-16,66
4,2020-10-25,888
4,2021-05-14,690
3,2020-09-13,2
3,2021-02-16,721
4,2020-10-29,754
6,2021-03-27,841
2,2021-01-05,955
6,2020-07-01,21
4,2021-01-14,61
5,2020-07-08,546
5,2020-12-29,344
5,2020-08-12,771
5,2021-04-04,699
5,2020-12-31,848
6,2020-11-22,123
5,2020-07-30,466
2,2020-06-03,530
1,2021-05-08,298
6,2021-05-04,522
6,2020-07-08,812
6,2020-06-12,844
4,2020-10-14,397
2,2020-07-02,40
4,2021-04-10,234
5,2020-08-07,908
3,2020-07-20,166
4,2020-10-10,795
3,2020-12-28,174
4,2021-01-29,768
5,2020-10-21,878
3,2020-11-01,622
5,2020-07-15,216
4,2021-01-22,292
4,2021-02-03,406
4,2020-11-18,498
4,2020-12-18,230
5,2021-01-04,17
4,2021-02-02,567
3,2020-08-09,378
3,2020-08-27,790
1,2021-01-07,910
2,2020-12-30,166
3,2020-08-03,487
3,2020-12-26,349
4,2021-04-01,891
2,2021-05-19,198
3,2021-02-23,161
2,2021-01-03,914
2,2021-05-18,166
3,2021-05-12,431
1,2020-10-04,990
4,2020-07-27,757
4,2020-11-22,533
5,2021-04-13,278
3,2021-01-21,452
2,2020-09-05,90
4,2021-05-04,158
3,2021-04-24,554
2,2020-05-26,668
3,2021-04-06,97
3,2021-04-04,134
2,2021-05-05,818
1,2021-04-24,897
2,2020-07-16,841
3,2021-05-01,513
4,2021-04-22,826
4,2021-03-07,13
4,2020-07-13,879
3,2020-09-26,392
3,2021-03-16,107
4,2020-12-03,362
4,2020-12-18,145
3,2020-07-16,708
2,2021-01-19,240
4,2021-02-08,746
4,2020-11-27,913
3,2020-12-29,177
4,2021-03-25,454
2,2021-03-05,908
2,2021-04-16,689
4,2021-01-02,338
3,2021-01-17,686
1,2020-07-19,120
3,2020-12-02,916
3,2020-09-26,29
3,2020-06-27,746
2,2021-01-26,620
4,2021-04-24,97
4,2021-03-15,63
3,2020-07-26,665
6,2020-07-04,871
2,2021-05-08,754
5,2020-06-28,881
3,2020-11-19,308
2,2020-07-29,540
4,2020-07-05,787
5,2020-09-05,742
4,2020-12-15,24
3,2020-08-16,292
3,2020-06-18,405
4,2020-07-15,436
3,2021-04-18,493
5,2021-01-17,209
2,2021-03-27,537
4,2021-04-24,860
4,2020-09-03,465
4,2020-09-09,582
4,2020-11-05,234
4,2021-01-24,825
5,2020-09-09,147
2,2020-08-14,877
1,2021-03-02,819
4,2021-04-28,554
5,2021-02-01,382
5,2021-02-07,484
5,2021-03-11,480
1,2021-05-07,579
3,2021-04-01,466
6,2021-01-29,273
4,2020-08-21,34
2,2020-10-01,678
4,2021-04-12,780
5,2020-09-11,670
4,2020-12-10,754
2,2021-04-03,955
3,2020-10-30,643
5,2021-01-23,230
4,2020-11-18,81
4,2020-12-25,299
5,2021-03-25,631
5,2021-03-11,365
4,2021-05-13,620
4,2021-03-07,882
4,2020-09-27,249
3,2021-02-05,34
2,2020-06-11,801
4,2020-07-20,475
2,2021-02-02,817
2,2020-11-28,690
1,2020-07-11,514
2,2021-02-07,771
3,2021-03-05,161
1,2021-03-30,373
4,2021-05-17,652
2,2021-03-24,242
3,2021-04-05,770
2,2021-01-28,273
3,2021-02-26,32
5,2020-11-15,42
4,2021-01-05,954
5,2021-01-13,405
2,2020-05-29,799
2,2020-08-25,191
2,2020-10-10,44
4,2020-06-28,976
4,2021-04-15,376
6,2020-07-23,721
1,2021-03-16,953
4,2021-02-26,133
2,2020-06-03,22
3,2021-02-12,690
3,2020-06-03,914
6,2020-10-06,848
1,2021-05-01,187
3,2020-11-08,392
5,2020-09-26,718
4,2021-04-16,392
5,2021-05-09,253
3,2020-11-21,62
2,2020-12-29,46
4,2020-12-10,432
1,2020-09-24,797
4,2020-07-20,24
3,2021-01-09,547
5,2021-02-11,401
3,2020-11-13,87
4,2021-02-10,240
6,2020-06-20,871
4,2020-09-03,568
5,2020-12-09,222
3,2020-07-30,46
3,2020-11-16,440
4,2020-10-30,292
1,2021-02-08,709
4,2021-02-28,967
4,2020-08-03,489
3,2021-05-21,867
3,2020-10-20,341
5,2020-11-27,908
1,2020-10-19,672
4,2021-01-11,250
3,2020-06-10,916
4,2021-04-12,367
5,2020-10-24,513
6,2021-05-07,943
3,2020-10-22,637
2,2020-08-27,577
1,2021-04-06,262
3,2020-12-11,204
1,2021-04-14,459
5,2020-10-07,383
4,2020-10-30,185
5,2020-07-11,422
6,2020-06-18,979
3,2021-02-22,159
1,2020-12-16,697
5,2021-03-16,382
3,2021-02-24,467
2,2020-09-05,698
5,2020-09-05,882
3,2020-07-27,23
3,2020-10-01,159
3,2021-04-25,880
1,2020-07-09,305
1,2020-10-14,133
4,2020-06-11,162
4,2021-03-21,448
2,2020-11-13,382
3,2020-09-25,767
5,2020-11-30,188
2,2020-10-20,461
1,2021-03-01,98
4,2021-01-11,404
1,2021-04-27,293
1,2021-04-10,523
1,2021-03-22,782
1,2021-01-04,396
4,2020-10-03,521
4,2021-03-31,635
6,2020-12-22,24
4,2020-11-29,221
3,2020-12-13,406
3,2020-07-15,46
4,2020-06-28,209
4,2020-11-29,943
4,2020-08-08,503
1,2020-11-21,811
3,2020-10-10,601
3,2021-01-09,604
5,2020-12-26,908
3,2020-12-17,999
3,2021-01-02,901
2,2021-02-05,62
3,2020-09-21,700
1,2020-10-18,114
3,2020-07-12,793
2,2021-03-31,173
3,2020-08-10,165
6,2021-03-06,742
2,2020-12-10,781
2,2020-10-27,690
2,2021-02-23,253
2,2021-04-05,250
6,2020-10-24,979
2,2020-12-31,202
2,2020-11-18,411
6,2020-07-15,745
3,2020-10-06,504
4,2020-11-18,746
4,2021-02-18,223
4,2021-04-08,892
5,2020-09-08,800
6,2021-02-03,21
3,2021-04-12,536
4,2021-04-21,383
5,2020-06-12,914
3,2020-07-13,281
2,2020-05-28,63
6,2020-12-11,356
1,2020-12-20,114
1,2020-09-02,309
3,2021-03-26,754
4,2021-01-19,72
3,2020-08-02,230
1,2020-08-24,449
2,2020-12-27,390
6,2021-02-08,13
4,2020-08-15,145
4,2021-01-10,33
5,2021-03-10,976
2,2020-06-06,564
2,2020-09-26,631
1,2021-04-11,596
2,2020-09-21,1
4,2020-10-05,63
2,2020-07-19,750
5,2021-01-20,137
5,2020-09-28,742
6,2021-01-21,890
2,2020-06-27,624
4,2020-08-20,533
3,2020-09-15,392
2,2020-12-14,575
3,2020-08-06,844
5,2020-08-07,253
3,2020-06-20,439
4,2020-09-29,663
3,2020-07-08,514
6,2020-12-23,887
5,2021-01-04,541
2,2020-11-01,120
3,2020-06-10,712
2,2020-11-30,447
5,2020-11-19,240
3,2020-09-05,181
4,2020-10-13,162
4,2021-05-04,620
2,2020-12-13,914
6,2020-07-07,359
3,2020-09-07,46
2,2020-12-07,917
5,2021-04-04,990
6,2021-05-15,928
3,2021-03-27,436
4,2020-09-18,284
4,2021-03-30,230
3,2020-10-02,161
6,2020-11-09,344
5,2020-08-24,620
3,2020-09-04,496
3,2020-07-27,458
4,2020-11-18,737
5,2021-04-14,754
2,2020-11-15,58
5,2020-09-24,155
3,2020-09-18,674
1,2020-10-24,89
5,2020-08-01,871
3,2021-03-19,378
4,2020-08-01,63
5,2021-03-12,609
3,2021-01-27,801
4,2020-06-22,784
2,2020-07-18,216
3,2020-05-25,747
4,2020-09-04,369
5,2020-09-08,476
2,2021-03-06,293
3,2020-06-28,161
6,2020-12-24,57
2,2021-02-17,139
5,2021-05-20,230
3,2020-07-09,392
2,2020-09-29,488
3,2020-11-25,673
4,2020-07-18,488
2,2021-05-05,228
4,2021-04-24,299
3,2021-05-21,825
3,2020-06-21,188
4,2020-08-22,487
6,2021-02-20,957
3,2020-07-05,354
5,2020-11-14,669
5,2021-02-01,825
4,2020-11-13,747
4,2020-07-23,979
6,2020-06-20,382
6,2020-07-15,72
1,2020-12-23,70
4,2021-04-23,844
5,2020-12-26,522
5,2021-01-09,928
6,2020-12-06,472
3,2021-05-05,740
5,2021-03-19,522
3,2020-06-08,657
3,2021-05-21,511
3,2020-11-02,34
4,2021-05-19,336
5,2021-02-01,684
4,2020-11-28,879
2,2020-08-07,826
5,2020-11-05,134
3,2020-07-08,97
2,2021-02-18,946
1,2020-11-14,821
6,2021-02-17,914
4,2020-10-24,864
4,2021-02-26,539
4,2020-11-03,324
6,2021-03-17,932
4,2021-05-07,600
3,2020-08-25,633
5,2021-04-01,825
1,2020-07-10,220
2,2021-02-02,996
2,2020-09-14,366
4,2020-06-06,700
3,2021-02-23,454
5,2020-07-29,541
4,2020-06-16,871
3,2020-08-18,754
6,2020-08-15,863
4,2020-07-18,201
4,2020-11-02,73
4,2020-12-19,344
3,2020-09-09,530
3,2020-12-13,50
1,2020-08-17,441
3,2021-03-13,285
4,2020-11-09,240
2,2020-10-07,513
4,2020-12-12,522
3,2020-07-08,46
1,2020-07-02,263
5,2020-05-29,642
3,2020-08-11,648
4,2020-11-04,554
3,2021-01-29,757
5,2021-05-21,874
3,2021-03-12,550
3,2020-12-05,754
5,2020-10-11,801
4,2020-08-15,735
5,2020-12-18,415
3,2020-10-23,284
2,2020-10-01,282
2,2021-04-19,394
5,2021-05-12,669
2,2021-05-09,634
2,2021-01-22,900
2,2020-08-05,141
3,2020-07-21,467
4,2020-11-13,411
2,2020-11-28,511
2,2020-06-29,342
4,2020-09-16,764
6,2020-06-22,546
5,2021-01-02,746
4,2020-08-03,860
5,2020-09-06,392
4,2020-09-17,362
2,2020-11-08,899
5,2020-07-08,413
3,2021-05-21,577
5,2021-01-16,547
4,2020-07-08,423
1,2021-05-11,271
3,2021-03-19,867
4,2020-12-29,216
3,2021-03-08,882
3,2021-02-19,770
5,2020-05-25,871
1,2020-11-20,465
5,2020-10-20,584
3,2021-01-20,753
2,2020-11-17,562
4,2020-11-28,746
6,2020-07-12,746
4,2020-12-18,85
4,2020-12-27,362
1,2020-08-06,568
5,2021-01-09,929
3,2020-06-08,801
2,2020-06-02,828
5,2020-05-28,32
3,2020-11-01,577
3,2020-08-10,844
2,2020-06-27,858
1,2021-03-25,114
3,2020-12-29,721
3,2021-04-14,32
4,2020-11-01,971
4,2021-05-04,754
3,2021-05-11,293
2,2021-04-27,385
3,2020-11-09,106
2,2021-05-02,522
4,2020-12-08,341
4,2021-03-10,955
5,2021-01-30,62
4,2020-06-29,620
3,2020-05-27,247
2,2021-04-30,261
1,2021-02-21,306
3,2020-11-14,51
2,2020-12-29,597
3,2021-05-21,785
2,2020-07-01,341
4,2020-08-28,718
5,2020-09-18,221
4,2021-02-22,42
3,2021-01-27,498
5,2020-08-05,498
4,2021-02-02,189
6,2020-07-29,363
4,2020-11-12,522
5,2020-09-27,906
4,2020-07-20,367
3,2020-12-13,383
5,2021-01-27,79
4,2020-12-16,31
4,2020-10-17,906
5,2020-06-06,979
3,2021-03-21,181
5,2020-11-23,799
4,2021-04-12,284
4,2020-05-27,498
2,2021-04-03,989
2,2020-12-01,950
3,2020-08-11,38
5,2021-01-06,656
4,2021-04-30,539
4,2020-07-13,795
1,2021-03-28,12
4,2020-11-09,879
1,2021-04-06,929
4,2021-01-23,472
4,2021-02-09,367
4,2021-02-23,341
3,2020-11-26,976
4,2021-02-07,479
2,2020-05-25,86
2,2021-05-19,732
2,2020-12-12,97
4,2020-08-18,285
4,2020-12-06,344
3,2020-07-30,166
4,2020-06-29,42
3,2021-05-22,749
2,2021-02-18,416
1,2021-01-22,287
3,2020-09-11,34
4,2020-06-04,288
2,2020-05-25,669
3,2021-02-17,735
2,2020-07-22,842
4,2020-09-22,746
6,2020-06-26,285
4,2021-03-17,844
6,2021-05-10,979
3,2020-07-28,986
4,2020-10-30,209
4,2021-02-06,62
1,2021-02-02,168
2,2020-10-10,826
3,2020-08-24,245
4,2021-04-01,292
4,2020-11-18,85
1,2020-10-10,420
3,2021-01-30,449
5,2020-10-27,847
2,2021-05-21,916
1,2021-01-27,684
5,2021-04-13,495
3,2020-06-19,976
3,2020-07-18,889
5,2020-12-26,324
3,2020-06-04,182
5,2020-07-10,729
3,2021-03-21,133
6,2020-06-22,887
4,2021-05-04,159
4,2020-11-17,341
4,2020-07-05,749
5,2020-07-31,72
6,2020-06-17,498
5,2021-04-26,362
4,2020-08-19,801
5,2020-05-28,848
5,2020-10-22,979
2,2020-07-24,292
2,2021-05-02,99
5,2020-12-28,162
4,2021-04-06,943
5,2021-03-18,821
2,2020-12-24,51
4,2021-04-16,112
6,2021-01-26,234
5,2020-09-17,987
5,2020-08-05,363
2,2021-05-01,877
1,2021-01-15,837
4,2021-02-17,483
4,2020-12-27,72
5,2021-01-07,826
2,2020-06-18,304
3,2021-01-21,832
3,2021-03-23,746
4,2021-02-12,349
4,2021-04-09,844
3,2021-01-27,734
6,2020-06-20,828
3,2020-05-30,717
3,2020-09-07,584
2,2020-07-13,652
3,2021-02-16,868
5,2021-04-23,341
3,2021-05-11,728
4,2020-05-30,498
5,2020-09-07,826
1,2020-06-06,543
2,2020-12-04,614
1,2020-12-06,762
5,2020-08-25,97
3,2020-10-15,164
2,2021-02-02,24
1,2021-01-24,660
3,2021-05-02,951
4,2021-03-14,739
5,2020-07-01,221
4,2020-06-06,208
6,2021-02-22,871
5,2020-08-03,144
2,2021-05-22,429
1,2020-08-31,423
3,2021-04-20,689
4,2021-02-08,299
4,2020-12-05,577
4,2020-05-30,847
4,2021-04-11,155
6,2021-01-09,976
4,2020-07-19,795
4,2021-01-23,362
6,2020-07-21,511
2,2020-09-06,789
4,2020-09-21,914
1,2020-12-06,684
1,2020-11-11,957
4,2020-06-25,257
4,2020-08-24,126
3,2021-05-06,147
4,2021-03-30,943
2,2020-11-01,80
2,2020-11-24,214
2,2021-01-17,63
5,2020-06-28,886
2,2021-05-07,326
3,2021-03-11,496
5,2020-08-31,231
3,2021-03-20,887
5,2021-02-13,547
3,2021-05-03,871
5,2020-12-24,216
2,2021-02-27,943
2,2020-12-19,651
5,2020-06-19,513
3,2020-10-31,903
3,2020-08-30,438
3,2021-04-14,162
4,2021-04-22,186
2,2021-01-31,862
2,2020-09-14,747
2,2020-06-12,639
5,2020-08-09,887
6,2020-08-02,158
6,2021-04-03,713
1,2020-06-02,798
6,2020-12-30,344
3,2021-03-07,801
2,2020-11-15,229
2,2021-02-17,533
3,2020-08-31,159
2,2020-09-15,606
4,2020-06-02,46
4,2020-12-23,37
2,2020-08-12,414
3,2021-03-13,669
2,2020-12-08,574
3,2020-06-22,603
3,2020-10-23,925
4,2020-09-12,403
6,2020-12-31,868
5,2020-12-27,162
3,2020-07-23,292
3,2020-10-01,231
3,2021-05-09,697
3,2020-07-07,34
2,2020-08-22,788
4,2021-02-28,13
3,2021-02-17,340
2,2020-07-15,757
3,2021-05-06,821
1,2021-01-13,643
3,2021-05-21,673
3,2020-12-10,719
3,2020-09-17,40
5,2020-10-10,217
2,2020-08-14,598
4,2020-11-13,546
2,2021-03-29,957
3,2021-02-27,810
5,2021-01-10,230
6,2020-09-15,860
2,2020-12-18,432
1,2020-10-16,789
3,2020-08-11,832
4,2020-08-23,18
4,2020-07-22,340
2,2020-12-01,559
6,2021-05-08,554
3,2021-04-13,414
3,2020-08-11,39
4,2020-07-26,155
2,2020-08-03,759
2,2020-12-04,165
6,2021-04-14,288
3,2021-01-20,754
6,2020-05-26,942
4,2020-09-17,166
2,2021-04-23,105
4,2020-10-20,971
3,2020-10-11,943
5,2020-09-20,890
3,2020-05-25,987
2,2020-09-02,469
4,2020-08-05,161
4,2020-07-10,299
4,2020-11-10,410
3,2020-09-06,893
5,2021-05-06,383
3,2021-02-28,511
1,2020-11-18,23
5,2021-04-13,22
6,2020-09-28,693
4,2020-06-10,326
6,2021-05-04,472
3,2020-06-10,137
2,2020-11-25,334
6,2021-03-14,428
3,2021-03-20,72
3,2021-02-16,299
4,2021-05-18,440
4,2021-03-07,382
1,2020-06-01,529
1,2020-06-29,203
4,2020-06-23,40
1,2021-02-23,454
4,2020-09-27,21
2,2021-02-27,46
4,2021-01-14,797
1,2021-01-22,902
4,2021-03-22,366
3,2020-12-03,159
3,2020-12-01,598
1,2020-09-24,430
3,2021-02-05,790
4,2021-01-01,679
2,2021-04-11,489
3,2021-05-14,436
2,2020-11-14,856
6,2021-04-20,292
1,2021-03-17,537
3,2020-09-17,311
4,2020-07-25,521
5,2021-05-19,472
4,2020-06-07,812
6,2020-09-30,379
3,2020-09-12,575
4,2021-01-04,546
5,2021-05-11,848
4,2021-01-23,24
2,2020-11-18,825
2,2021-05-12,835
4,2021-04-18,934
6,2020-07-07,850
5,2021-01-29,144
1,2021-05-19,587
3,2020-06-17,526
4,2020-11-13,711
4,2020-10-14,522
3,2021-01-27,285
3,2020-12-16,725
2,2020-07-08,708
3,2021-01-18,882
3,2020-11-24,914
5,2021-03-27,341
4,2021-01-13,546
3,2020-11-02,10
4,2021-01-30,577
2,2021-01-11,483
6,2021-03-10,458
5,2021-05-07,207
4,2021-04-13,245
5,2021-05-19,898
2,2020-09-05,106
3,2020-08-17,118
4,2020-08-12,403
3,2021-03-06,944
4,2021-05-11,222
2,2021-05-11,542
3,2021-01-02,202
3,2020-09-17,314
2,2021-02-18,944
1,2021-01-04,591
3,2020-12-07,209
2,2020-09-19,507
5,2021-02-16,687
3,2020-07-26,398
6,2021-03-28,250
3,2021-02-19,575
3,2021-01-01,844
6,2020-12-27,812
3,2021-03-21,962
5,2021-04-06,236
4,2020-10-05,424
1,2020-06-06,492
2,2020-12-10,279
3,2021-03-01,40
4,2020-07-27,344
5,2021-03-04,690
4,2020-10-01,844
5,2020-09-30,382
4,2020-11-16,498
2,2020-11-02,440
2,2021-02-20,790
6,2020-07-24,288
6,2020-08-12,485
2,2021-02-02,636
4,2021-04-16,142
4,2021-02-02,984
1,2021-05-23,476
4,2020-08-31,440
5,2021-03-19,844
2,2021-01-28,922
3,2021-05-07,419
2,2020-10-18,564
2,2020-10-31,606
5,2020-12-26,675
6,2020-06-06,382
4,2021-04-17,341
3,2021-03-16,375
4,2020-08-30,746
3,2020-09-18,368
2,2021-02-12,494
4,2020-12-07,381
5,2021-05-02,914
4,2020-06-04,745
2,2020-08-08,634
1,2020-07-06,275
3,2020-11-14,700
4,2020-07-23,522
2,2021-05-10,498
5,2020-06-10,705
3,2021-01-10,624
4,2020-08-06,768
3,2021-05-24,947
6,2020-09-16,892
4,2020-10-01,139
4,2020-10-03,371
1,2021-02-04,228
5,2020-10-26,971
2,2021-03-18,39
4,2021-01-22,142
5,2020-10-15,72
3,2020-09-10,648
4,2020-10-15,432
6,2021-02-02,215
3,2021-04-23,73
3,2020-08-03,57
3,2020-07-15,812
4,2020-11-16,648
5,2020-07-05,718
2,2020-11-21,798
2,2021-01-08,825
4,2020-06-08,914
6,2020-11-19,231
3,2021-03-09,569
3,2020-10-07,428
2,2021-02-08,844
5,2021-01-12,868
5,2021-01-30,216
4,2020-12-08,539
2,2020-07-04,15
5,2020-08-03,159
2,2021-05-22,491
4,2020-07-23,193
3,2020-06-06,809
4,2020-08-02,181
4,2020-10-30,209
5,2021-02-13,479
4,2021-02-25,669
3,2020-09-12,598
4,2020-06-20,414
4,2020-09-18,292
5,2020-11-09,26
2,2021-04-30,996
6,2020-09-05,560
1,2021-04-14,355
4,2021-02-25,547
2,2021-05-13,789
1,2021-05-15,10
3,2021-03-23,587
4,2020-08-17,784
6,2020-11-18,700
2,2020-12-15,19
5,2020-06-14,82
3,2020-07-29,102
6,2020-06-02,783
3,2020-10-31,164
2,2021-01-25,879
3,2021-04-01,925
