"DAY","ID","AGE","RESULT"
21/05/10,516,69,9
20/05/31,406,52,0
20/08/05,57,20,5
20/09/09,533,24,8
20/06/29,740,32,1
21/04/26,189,35,2
21/05/08,121,41,3
21/04/17,86,40,2
21/05/16,942,60,3
20/09/15,517,79,9
21/01/03,693,75,0
20/10/18,68,59,8
21/04/16,946,58,7
21/03/12,53,63,4
21/03/23,865,76,8
21/04/08,41,68,7
20/12/13,122,29,1
21/05/20,953,75,3
21/05/19,52,55,9
20/10/01,806,52,4
21/04/07,402,55,1
21/02/22,266,77,2
20/12/11,211,64,4
20/12/24,851,48,3
21/04/18,432,21,0
21/05/05,858,68,9
20/10/31,402,55,9
21/05/01,250,22,0
20/07/28,391,39,3
20/06/22,323,57,4
20/11/29,710,36,1
21/05/05,439,36,0
20/08/08,7,76,0
20/06/17,936,68,5
20/08/26,572,36,8
20/07/25,7,76,9
20/06/06,633,32,3
21/05/13,502,78,9
20/09/06,730,77,7
20/11/27,483,19,9
20/10/25,622,29,3
21/02/07,742,21,2
21/01/22,67,73,5
21/01/01,90,51,9
20/11/14,27,58,8
20/11/06,596,31,2
21/04/29,620,23,2
20/07/09,930,55,7
21/04/08,201,70,5
20/11/02,926,76,4
21/01/20,207,51,2
20/12/04,746,23,2
20/08/27,161,18,9
21/03/31,399,27,7
21/02/26,243,47,6
20/07/27,311,32,0
20/08/04,132,41,7
21/03/10,371,63,4
20/06/25,103,75,1
20/11/19,698,59,3
21/05/21,881,38,3
21/04/03,380,48,7
21/04/15,263,72,1
21/05/17,916,23,7
21/01/27,907,46,2
20/05/28,601,58,8
21/02/09,698,59,1
21/02/13,802,79,0
20/12/04,529,34,4
20/06/26,266,77,0
20/12/26,212,37,7
21/05/19,335,60,6
20/08/12,762,35,1
21/01/28,13,21,3
20/08/18,195,41,3
21/04/24,529,34,5
20/09/11,535,50,3
21/04/04,988,64,5
21/03/07,321,37,1
21/04/28,632,27,2
20/12/21,318,45,5
21/02/02,612,79,9
21/05/09,336,63,7
20/06/15,966,34,3
20/08/31,339,58,4
20/06/15,666,54,7
21/01/17,388,33,7
21/04/06,826,24,3
21/04/16,60,56,6
20/09/04,403,52,6
20/08/02,554,19,2
20/12/11,294,42,6
20/07/31,466,51,5
21/05/10,470,29,2
21/01/25,369,53,7
21/01/24,98,62,3
21/04/13,761,68,5
20/08/31,269,18,6
21/04/12,156,37,9
20/06/18,712,73,5
20/10/05,964,39,4
20/12/03,648,24,8
20/12/15,828,43,4
20/07/28,590,53,0
20/12/27,971,24,7
21/01/21,112,62,9
21/05/18,33,46,2
21/05/07,388,33,6
21/05/20,791,73,1
20/10/07,630,55,4
20/06/22,91,29,2
21/04/06,645,60,2
20/08/25,138,71,9
21/04/10,946,58,1
20/06/19,255,43,5
21/04/15,933,43,7
20/12/15,448,51,5
20/07/12,140,28,7
21/05/01,476,53,5
21/05/06,191,64,0
21/01/15,134,51,6
20/12/07,44,35,7
21/05/07,622,29,0
20/06/06,886,68,3
20/11/23,23,65,2
20/08/17,985,30,2
21/02/26,808,27,5
21/05/13,543,68,5
21/01/25,798,51,1
21/04/09,174,75,4
20/05/25,231,22,2
21/05/08,131,77,7
21/05/20,774,53,2
21/03/07,924,64,0
21/04/19,867,29,0
20/07/01,290,51,8
21/02/28,677,73,8
20/10/31,240,22,2
21/05/07,89,50,6
20/06/03,876,40,0
21/05/17,404,59,5
20/11/01,230,21,2
20/07/10,822,71,5
21/05/16,916,23,1
21/03/22,790,68,3
21/04/25,217,78,9
21/02/06,281,59,8
21/02/26,423,55,8
21/05/03,451,61,1
20/05/27,193,31,4
20/12/08,213,36,2
21/03/22,71,66,7
21/02/02,763,47,3
20/08/04,481,63,6
21/04/10,905,68,3
20/12/15,48,50,1
21/01/18,266,77,6
21/03/17,335,60,6
21/03/22,363,31,0
20/06/02,105,25,8
21/02/01,899,76,4
21/04/29,891,20,5
20/10/12,326,44,0
21/03/02,931,33,2
20/12/25,614,56,1
20/11/05,197,57,0
21/03/01,850,65,6
20/11/05,51,47,8
20/12/12,67,73,1
21/04/29,214,63,3
20/08/06,974,25,7
21/04/07,576,41,3
21/04/20,160,50,3
21/05/01,356,21,6
20/08/25,135,48,5
20/05/28,9,25,9
20/11/19,755,41,2
20/12/31,499,28,9
20/06/24,753,73,4
21/02/22,51,47,9
21/04/29,866,29,5
20/06/06,897,39,5
21/03/22,660,33,5
20/12/25,854,30,4
20/07/24,845,65,5
21/01/20,745,78,9
20/09/23,63,18,5
20/11/13,698,59,1
20/09/09,606,18,4
20/12/19,868,18,5
21/04/20,729,34,5
20/11/27,387,40,1
21/05/07,79,77,8
21/05/23,754,20,1
21/05/18,970,69,8
20/07/17,946,58,3
20/07/01,265,62,9
21/01/08,435,74,4
20/07/07,61,32,9
20/12/14,977,48,0
21/03/31,30,74,9
21/03/13,495,39,4
21/02/28,332,27,9
20/11/04,287,27,0
20/07/01,728,56,0
20/06/10,299,19,4
20/06/11,145,23,0
20/06/23,822,71,0
20/12/25,800,57,6
21/01/06,992,57,3
21/05/10,689,75,2
20/11/13,592,33,9
20/11/23,640,27,4
20/05/25,510,73,0
21/05/22,472,20,7
21/03/04,485,51,7
21/02/28,405,55,6
21/04/25,167,67,1
21/04/10,751,51,5
21/04/11,499,28,0
20/06/16,379,45,1
21/04/18,656,48,6
21/05/04,728,56,5
20/11/13,9,25,4
21/03/26,661,75,9
21/05/18,1,34,2
21/05/08,747,30,6
20/08/10,663,59,9
20/06/19,118,56,1
20/08/20,414,46,3
21/02/14,984,29,1
21/01/24,619,64,9
20/06/05,391,39,6
21/05/20,842,39,4
20/09/28,977,48,9
21/03/10,862,58,9
20/06/24,758,57,8
20/11/21,351,28,4
20/12/07,244,66,4
21/05/21,575,50,7
21/03/14,809,70,5
20/08/29,473,65,3
21/05/07,495,39,2
20/11/30,497,64,3
20/06/15,171,37,7
20/07/01,663,59,5
20/12/03,284,24,3
21/04/25,86,40,6
21/05/15,271,48,3
21/03/22,232,32,8
21/04/13,919,72,4
20/06/16,878,69,8
21/01/09,831,70,0
21/05/02,447,56,8
21/04/06,688,48,5
21/03/03,843,37,2
20/10/12,54,35,2
21/04/18,441,25,3
21/05/20,169,42,0
21/02/09,868,18,9
20/11/22,861,77,2
20/10/06,925,68,9
20/06/06,492,36,2
21/04/28,869,74,2
21/03/16,870,51,1
21/04/16,756,31,2
20/08/18,426,43,3
20/08/09,768,33,2
21/05/20,434,30,7
20/08/02,988,64,6
20/12/26,640,27,2
21/05/05,859,53,0
20/06/16,249,60,9
21/05/13,491,60,2
21/04/26,257,76,6
20/06/19,79,77,9
21/04/25,307,75,1
20/12/03,978,75,2
21/05/21,708,59,6
20/09/17,88,39,4
21/05/22,484,39,3
20/10/04,648,24,1
20/12/07,997,48,5
20/09/17,268,59,4
21/02/27,988,64,8
21/03/31,843,37,2
20/10/14,701,51,0
20/06/28,625,76,8
20/10/09,890,23,6
20/11/24,933,43,9
21/04/14,716,47,1
21/04/13,934,19,2
20/10/06,540,30,5
20/12/19,811,28,8
20/08/08,528,37,3
20/12/17,968,54,4
20/11/16,481,63,9
21/04/05,853,66,1
21/05/10,264,25,1
21/05/08,311,32,6
21/02/27,529,34,4
20/11/05,1,34,3
21/01/27,982,36,7
20/08/15,356,21,2
21/04/27,106,20,1
21/05/24,249,60,7
20/12/07,233,74,0
21/05/20,248,64,6
21/05/21,783,36,2
21/04/09,56,25,6
21/05/04,954,72,2
21/01/31,714,75,4
20/12/24,3,68,7
20/06/06,902,76,5
20/10/09,660,33,3
21/04/22,414,46,6
21/04/19,953,75,1
20/11/19,431,49,2
20/09/21,858,68,4
21/03/28,868,18,8
20/10/24,71,66,6
21/03/12,81,30,2
21/04/24,176,64,7
20/08/10,842,39,7
20/07/30,677,73,2
20/12/03,828,43,7
20/09/02,564,53,5
20/07/16,517,79,7
20/06/19,625,76,8
21/02/13,987,58,0
21/04/20,297,70,5
21/04/27,596,31,2
20/12/12,16,30,6
20/12/17,910,51,9
20/12/24,283,56,5
21/04/26,204,45,1
21/03/12,745,78,5
20/07/02,846,60,3
20/06/04,336,63,4
21/03/16,497,64,6
21/05/06,727,57,2
21/02/23,175,37,2
20/09/10,115,72,5
21/05/09,158,60,6
21/03/01,40,18,0
20/08/13,482,27,5
21/04/24,622,29,0
21/02/26,253,18,3
21/02/11,483,19,3
20/08/24,586,53,8
20/07/03,446,57,5
20/05/25,4,46,0
21/05/23,350,26,1
21/04/16,579,26,5
21/01/16,582,38,8
20/06/19,939,27,6
21/04/09,605,65,6
20/12/12,964,39,2
21/02/01,575,50,1
20/06/04,345,47,2
21/01/09,79,77,4
21/04/22,558,44,0
21/04/22,598,53,9
21/01/05,333,41,7
20/10/17,882,22,1
20/12/31,986,26,4
21/02/25,284,24,2
20/12/14,526,62,6
21/04/30,407,76,7
21/04/24,668,40,1
21/01/26,3,68,9
20/09/26,718,23,9
20/12/20,82,77,9
21/04/27,587,44,0
21/05/07,898,76,7
21/02/28,373,72,8
20/06/19,780,57,6
21/05/19,972,36,1
21/01/16,949,67,1
21/05/06,311,32,6
20/11/07,520,26,3
21/04/29,230,21,2
21/03/19,941,21,1
20/10/31,274,31,2
21/05/03,854,30,5
21/02/24,370,57,8
21/03/25,3,68,5
21/05/05,140,28,8
20/10/18,185,37,3
20/07/08,593,45,3
21/05/01,578,42,3
21/03/26,575,50,5
20/06/26,312,56,9
21/05/09,129,62,6
20/10/11,451,61,6
21/04/26,266,77,5
20/06/12,917,51,9
20/10/16,339,58,4
20/12/16,824,37,9
21/03/27,818,34,6
21/01/02,733,47,5
21/05/14,35,44,7
21/04/18,892,29,4
20/06/23,167,67,7
21/04/30,426,43,5
21/03/06,146,31,1
21/01/12,202,39,3
20/12/25,710,36,9
20/10/04,512,54,7
21/05/23,246,26,1
21/05/01,200,69,2
20/09/03,980,41,6
21/02/24,859,53,3
20/06/08,802,79,1
20/12/03,850,65,5
21/03/05,372,62,5
20/10/19,540,30,0
21/03/13,316,64,0
21/02/27,301,68,3
21/01/20,990,55,2
21/05/20,297,70,3
21/03/13,498,22,3
21/04/17,304,52,9
21/02/16,656,48,0
21/04/24,676,38,1
21/02/18,474,67,8
20/08/19,155,19,5
21/04/06,288,20,0
20/07/09,88,39,4
20/07/20,587,44,9
21/05/12,593,45,8
20/06/16,297,70,7
20/07/08,154,41,2
21/01/23,527,49,7
21/05/22,995,59,4
21/03/23,9,25,9
21/04/15,474,67,2
21/05/17,309,79,6
21/05/19,723,41,3
21/03/20,980,41,4
21/03/13,411,44,0
21/05/23,140,28,2
21/04/07,467,51,1
20/11/27,763,47,4
21/04/26,486,55,7
20/10/26,257,76,6
21/05/24,794,62,2
20/10/22,296,32,7
20/10/13,885,40,1
21/04/22,36,71,6
21/04/03,621,54,7
20/11/08,785,20,7
21/01/28,767,79,1
20/08/15,590,53,9
21/05/23,786,60,2
20/07/17,396,55,7
21/01/23,693,75,5
21/02/15,566,69,4
21/02/27,527,49,3
21/03/31,819,35,5
21/05/19,478,26,4
21/02/16,479,23,1
21/04/04,873,66,6
21/05/19,7,76,5
20/07/04,783,36,2
21/01/20,42,22,5
21/05/01,341,22,2
21/02/05,151,40,2
20/10/26,844,21,2
20/06/22,568,34,7
21/03/10,862,58,4
20/07/10,143,58,3
21/03/26,799,39,8
20/12/08,229,52,9
21/02/23,996,35,1
20/06/21,372,62,0
21/05/14,473,65,5
20/06/27,581,73,9
21/01/05,881,38,9
20/08/08,622,29,0
21/01/19,433,72,5
21/04/30,772,28,4
20/05/26,387,40,2
21/01/16,869,74,7
21/05/22,604,37,1
20/08/24,522,20,9
20/06/10,584,21,5
20/06/25,969,54,9
20/10/05,900,36,6
20/10/30,91,29,0
21/01/13,945,29,2
21/03/06,936,68,3
20/12/10,390,41,5
20/12/19,506,26,9
21/02/11,985,30,3
21/05/09,774,53,2
21/03/27,327,46,7
21/01/23,124,48,6
21/03/19,776,30,3
21/03/27,71,66,0
20/09/09,666,54,8
21/05/04,125,72,6
20/06/02,539,22,2
20/08/16,836,62,9
21/04/03,79,77,6
20/12/28,352,42,5
21/03/17,905,68,7
20/12/29,229,52,1
20/12/21,399,27,4
20/11/28,454,42,6
21/02/07,483,19,6
21/05/09,874,77,8
20/10/06,275,66,7
20/07/23,14,75,8
20/08/19,193,31,3
21/02/01,390,41,7
21/02/01,419,64,9
20/10/06,537,32,4
21/04/25,853,66,3
21/03/14,124,48,9
20/09/01,652,26,1
21/02/21,231,22,7
20/07/30,639,43,6
21/04/08,502,78,0
20/12/31,725,30,2
20/12/04,798,51,7
21/01/06,653,53,3
20/10/10,463,50,1
21/04/16,751,51,1
21/03/02,748,78,4
21/03/30,241,39,8
21/04/11,980,41,5
20/06/14,543,68,8
21/04/18,208,59,2
21/03/29,416,76,4
20/05/31,592,33,4
20/10/07,239,43,1
21/04/18,166,23,0
21/05/10,28,66,6
21/04/06,781,57,9
21/01/25,307,75,8
21/02/14,263,72,4
20/06/16,474,67,3
20/06/17,570,60,6
21/05/03,499,28,2
20/12/22,182,62,2
21/04/11,644,69,4
21/05/11,637,42,8
21/04/09,949,67,5
20/08/07,606,18,3
21/04/08,823,39,4
21/03/23,819,35,6
20/12/08,645,60,7
21/02/14,891,20,0
20/09/03,802,79,2
20/06/21,171,37,7
21/02/17,240,22,9
21/01/01,394,53,1
21/04/27,100,37,0
21/01/10,894,56,1
20/09/24,854,30,9
20/12/19,590,53,0
21/02/18,744,75,5
20/10/15,832,51,0
21/03/25,529,34,7
21/02/24,269,18,4
21/02/17,977,48,7
21/04/19,398,73,3
20/12/16,401,28,9
21/02/20,124,48,0
21/02/04,511,21,0
20/12/22,700,19,8
21/04/22,670,36,2
21/02/28,157,71,9
21/05/11,535,50,5
20/09/30,890,23,9
21/02/27,175,37,4
21/05/12,130,62,6
20/08/12,543,68,7
20/10/05,997,48,3
21/02/21,568,34,1
21/02/11,462,69,0
21/01/10,197,57,0
20/09/30,454,42,9
21/03/30,49,27,3
21/04/09,849,42,8
21/04/29,695,63,5
21/04/27,685,41,4
20/06/01,359,50,0
21/02/26,586,53,8
20/10/02,18,79,4
21/05/10,714,75,2
21/02/20,239,43,2
20/09/29,545,32,7
21/05/17,813,58,1
21/04/27,37,64,9
20/10/07,347,49,9
20/09/02,241,39,6
20/12/10,281,59,6
20/05/26,387,40,1
21/05/16,782,27,9
21/03/01,486,55,9
21/05/20,445,50,3
21/02/14,290,51,5
21/05/23,820,62,6
21/02/02,210,59,5
21/02/02,552,58,8
21/03/12,738,71,9
20/08/16,507,61,6
20/12/20,113,40,8
21/05/19,372,62,7
20/05/27,163,31,0
20/08/17,911,67,3
20/06/08,481,63,5
20/12/12,756,31,1
20/05/27,326,44,2
21/02/02,81,30,4
21/02/12,366,61,8
21/01/25,182,62,8
20/11/24,787,49,3
20/06/17,783,36,9
21/04/22,177,59,7
20/06/19,435,74,7
21/01/25,685,41,9
20/12/06,470,29,1
21/03/31,820,62,6
21/03/22,602,70,3
20/07/12,366,61,2
20/10/24,651,41,0
21/02/25,630,55,4
20/10/04,541,18,5
21/04/15,513,22,2
21/05/18,839,72,8
21/02/23,645,60,6
21/04/21,433,72,8
21/04/01,665,36,2
21/05/10,269,18,2
21/02/06,490,45,4
21/03/25,924,64,2
20/10/10,49,27,4
21/04/03,146,31,6
21/04/10,336,63,8
21/02/26,469,79,3
21/05/06,320,78,9
21/01/19,561,65,3
20/12/22,609,63,6
21/05/18,4,46,1
20/09/28,34,18,4
21/04/03,660,33,5
20/07/16,359,50,9
21/04/21,911,67,1
20/11/14,101,28,7
20/10/29,538,39,8
20/06/07,869,74,3
20/10/07,99,77,4
21/03/04,695,63,6
20/08/23,256,63,3
20/10/30,182,62,2
21/03/12,906,21,0
21/05/07,279,34,1
20/06/04,816,68,2
20/08/29,935,58,1
20/07/05,319,39,1
20/11/25,367,19,0
20/09/07,904,30,8
20/12/07,592,33,3
21/04/26,27,58,9
21/05/07,314,75,4
20/06/19,543,68,4
20/11/26,194,25,7
20/05/25,210,59,1
20/08/16,390,41,7
20/10/07,733,47,3
20/12/14,37,64,7
21/04/21,224,35,3
21/05/13,808,27,1
21/02/17,97,22,5
21/04/11,281,59,4
20/06/01,768,33,2
21/01/04,101,28,9
20/08/21,643,56,5
21/04/19,53,63,3
21/05/22,594,26,9
20/12/01,267,71,1
20/06/11,829,31,7
20/11/01,100,37,0
20/11/24,575,50,9
21/05/10,889,73,4
21/03/06,630,55,1
21/04/05,271,48,1
20/10/09,6,58,5
21/05/19,600,57,3
20/11/14,428,18,9
20/06/07,164,79,2
21/03/21,354,54,6
21/04/28,17,60,1
21/04/18,536,51,4
20/08/05,573,63,9
20/11/29,232,32,4
21/05/11,182,62,8
21/01/01,36,71,4
21/02/08,910,51,9
21/02/21,549,71,2
21/03/22,776,30,3
21/05/12,124,48,7
21/02/14,181,24,4
21/03/12,840,73,8
20/06/19,92,18,1
21/05/20,717,23,7
20/12/24,629,58,6
20/12/16,480,77,1
21/04/21,267,71,0
20/07/07,837,64,7
21/01/30,499,28,8
21/03/16,181,24,2
20/07/18,456,66,3
20/10/25,872,79,7
21/01/03,177,59,9
21/05/20,706,55,7
21/04/23,69,54,6
21/05/07,221,21,3
20/05/31,685,41,8
21/04/28,873,66,7
21/04/06,980,41,4
21/04/04,287,27,5
21/03/10,983,31,2
21/03/29,881,38,1
21/05/02,996,35,9
21/02/08,1,34,6
20/08/29,103,75,3
21/04/21,695,63,3
21/04/12,549,71,5
20/06/08,542,77,9
20/06/07,397,18,3
21/02/06,31,37,4
20/10/01,354,54,6
21/01/02,319,39,1
20/09/09,489,21,4
21/04/06,780,57,8
21/05/09,228,65,4
20/08/16,910,51,1
21/03/06,960,44,6
21/05/03,163,31,2
21/03/06,193,31,8
20/10/23,371,63,1
21/02/19,536,51,0
20/08/24,913,65,5
20/10/08,889,73,8
20/08/04,472,20,5
20/12/14,4,46,9
20/10/12,429,44,4
21/01/16,495,39,8
20/08/18,847,21,2
21/02/10,549,71,2
20/11/07,98,62,5
21/03/24,169,42,5
20/06/20,64,27,4
21/04/05,593,45,5
21/02/18,278,25,0
20/12/08,378,27,8
21/03/10,665,36,9
20/08/16,370,57,3
21/05/14,688,48,2
20/06/21,982,36,5
21/01/31,563,40,8
20/08/10,430,72,4
21/03/10,321,37,6
20/06/20,870,51,8
20/06/14,460,32,9
21/02/09,955,27,6
20/07/27,716,47,5
21/05/07,361,64,4
21/01/02,789,60,5
20/07/09,16,30,5
20/09/29,578,42,4
20/11/07,776,30,2
20/11/27,947,75,5
20/10/23,508,40,0
21/02/26,64,27,4
21/05/09,309,79,7
21/03/12,993,56,9
20/10/01,44,35,3
20/11/06,763,47,7
21/05/05,185,37,7
21/05/13,564,53,7
20/12/26,708,59,6
21/04/11,270,78,2
21/05/19,837,64,1
20/11/25,453,30,7
20/11/25,978,75,0
21/01/09,294,42,7
21/02/01,933,43,3
21/04/30,568,34,4
20/06/10,502,78,8
20/10/09,206,77,5
21/01/13,915,66,1
21/04/12,606,18,5
21/04/09,561,65,8
21/04/25,459,63,4
20/07/21,637,42,4
21/05/04,585,73,1
20/09/24,807,68,4
21/03/03,100,37,3
20/07/24,849,42,0
21/02/13,158,60,0
21/05/02,284,24,2
20/06/08,278,25,6
20/12/14,549,71,4
21/04/04,855,72,5
21/02/21,629,58,7
21/03/01,811,28,8
20/08/05,409,55,7
21/02/07,380,48,4
21/02/19,272,77,9
20/08/30,751,51,5
20/07/16,649,35,5
21/02/09,381,32,4
20/07/31,978,75,1
21/04/27,350,26,5
20/05/26,72,22,0
21/04/22,950,66,1
21/05/24,834,73,2
21/04/13,897,39,9
21/05/13,188,23,9
21/05/02,513,22,6
21/05/22,70,37,7
20/09/15,616,72,2
20/12/02,86,40,3
20/08/17,589,57,6
20/12/19,903,74,6
20/12/25,215,76,1
20/12/18,20,61,5
21/05/18,6,58,7
20/08/14,919,72,4
21/03/17,700,19,3
21/02/22,626,73,7
21/04/19,900,36,7
20/09/17,592,33,8
20/10/15,801,18,3
20/05/28,134,51,7
21/02/05,412,55,2
20/11/18,818,34,9
20/07/16,675,39,5
20/09/28,168,29,5
20/09/10,944,20,1
20/11/13,756,31,7
21/02/28,534,40,7
20/10/31,486,55,1
20/06/16,208,59,3
21/04/29,987,58,9
20/08/24,694,29,4
20/07/25,842,39,8
21/05/13,228,65,2
21/03/03,261,63,1
21/05/23,968,54,4
21/04/11,271,48,9
21/05/14,397,18,7
21/02/02,436,19,9
21/04/03,107,32,7
21/04/23,300,46,3
20/11/04,172,44,0
20/08/13,165,24,3
21/04/09,476,53,3
20/10/31,956,42,6
21/03/08,938,58,8
20/08/10,323,57,8
21/05/17,298,57,8
21/03/27,313,32,4
21/04/07,988,64,7
21/05/09,845,65,5
21/03/23,231,22,6
21/03/06,163,31,4
21/02/23,799,39,2
21/02/22,631,49,1
21/02/22,409,55,3
20/10/23,815,65,3
20/08/12,630,55,7
20/12/05,919,72,2
20/11/26,474,67,4
21/05/06,572,36,8
20/08/04,18,79,1
20/06/05,827,45,0
21/04/10,126,38,8
21/04/26,445,50,8
20/08/13,615,73,2
20/12/06,822,71,8
21/01/02,428,18,2
21/01/06,868,18,2
20/12/28,493,25,2
21/01/06,372,62,7
20/12/23,570,60,3
20/12/14,663,59,9
20/08/27,153,69,8
21/03/29,689,75,7
21/02/22,156,37,8
21/05/06,334,59,4
21/05/05,571,52,0
21/05/15,575,50,9
21/05/15,556,51,3
21/04/09,4,46,6
21/03/31,837,64,4
20/12/01,324,19,5
20/08/28,853,66,9
21/05/06,852,33,9
21/03/07,919,72,1
21/01/24,990,55,5
21/05/15,506,26,5
20/07/29,743,49,6
21/04/12,839,72,2
21/02/22,672,38,3
21/04/06,843,37,3
21/04/30,332,27,8
20/10/13,690,24,5
21/05/08,78,55,7
20/06/06,464,37,2
20/06/22,687,70,4
21/05/20,85,23,3
20/05/27,462,69,8
21/04/29,565,73,7
20/05/27,92,18,0
20/07/30,135,48,6
21/04/02,780,57,0
21/05/11,875,34,8
21/02/05,900,36,8
20/10/20,792,31,2
20/10/17,698,59,7
21/04/16,175,37,7
21/04/24,82,77,6
21/04/10,80,26,6
20/10/21,6,58,8
20/05/31,819,35,8
21/03/23,124,48,5
20/06/13,840,73,7
20/08/07,449,25,6
20/06/14,403,52,0
21/05/09,206,77,5
20/12/30,797,43,1
21/05/24,727,57,8
20/07/09,894,56,4
21/03/04,450,46,0
20/05/29,610,40,6
21/03/05,166,23,2
20/06/19,313,32,4
21/04/16,399,27,0
21/05/24,888,60,4
20/09/22,722,33,6
21/04/06,31,37,1
21/04/12,142,20,0
20/10/03,232,32,6
20/08/23,757,47,9
20/10/26,105,25,8
20/10/27,370,57,1
20/08/30,871,21,1
21/04/28,540,30,8
20/11/15,845,65,4
20/10/22,300,46,9
20/06/10,329,35,5
20/09/24,860,20,3
20/11/30,930,55,5
20/08/02,730,77,0
20/12/24,176,64,4
20/10/30,328,30,6
20/11/30,640,27,2
20/10/09,172,44,1
20/10/18,137,21,1
20/11/12,869,74,8
21/03/15,804,73,3
20/05/26,368,69,6
20/11/24,604,37,4
20/12/22,705,27,0
20/06/28,428,18,5
20/05/29,260,58,2
21/02/27,588,22,8
20/10/08,473,65,6
20/10/09,125,72,2
20/08/16,887,23,9
20/09/16,203,58,0
21/01/30,125,72,5
21/05/22,26,41,5
21/02/16,313,32,1
21/01/29,822,71,3
20/06/18,720,72,9
21/05/01,652,26,5
20/07/13,539,22,2
21/05/22,172,44,6
21/04/11,178,39,2
21/05/07,714,75,6
21/02/01,333,41,6
21/03/23,921,41,1
20/10/22,542,77,3
21/01/18,966,34,2
21/04/08,224,35,2
20/06/06,417,74,3
20/08/22,250,22,1
21/04/29,58,64,1
20/10/04,592,33,8
21/05/23,9,25,0
21/03/18,120,43,1
21/02/10,999,53,0
21/01/18,150,73,3
21/05/24,800,57,3
20/08/30,389,66,4
21/03/13,862,58,4
21/03/29,36,71,3
21/04/23,766,33,9
20/12/29,187,26,8
21/02/10,790,68,9
20/08/04,981,54,8
21/04/20,460,32,7
20/06/08,456,66,1
21/05/01,627,39,4
21/03/20,53,63,1
20/11/27,963,73,5
20/07/09,600,57,5
20/08/11,0,60,8
21/02/11,871,21,0
21/05/19,41,68,0
21/05/09,8,42,8
21/05/21,934,19,0
20/08/14,442,22,6
21/05/02,213,36,5
20/11/06,591,33,1
21/02/24,166,23,3
20/07/25,34,18,9
20/07/26,56,25,0
20/08/26,411,44,4
20/09/18,464,37,2
20/10/11,1,34,5
20/08/28,521,22,8
21/02/19,873,66,5
20/12/01,786,60,4
21/04/11,356,21,3
20/12/20,72,22,4
20/06/12,412,55,0
20/08/07,340,23,1
20/09/25,958,35,5
21/04/17,956,42,9
20/10/16,7,76,2
20/05/29,656,48,6
20/08/08,429,44,8
21/03/07,532,48,2
20/05/25,547,24,1
20/06/01,420,55,8
21/05/18,340,23,2
21/02/10,159,24,9
21/03/09,200,69,5
20/08/28,929,46,3
21/05/17,64,27,6
21/02/21,802,79,0
21/05/24,589,57,1
21/04/16,984,29,2
21/04/12,99,77,9
20/09/23,335,60,3
21/02/10,45,28,5
20/07/21,725,30,5
20/07/15,555,46,3
20/10/29,563,40,5
20/12/15,711,70,1
21/03/13,529,34,1
20/09/17,355,76,0
21/05/02,303,55,8
20/12/22,900,36,1
20/06/08,490,45,5
20/12/09,241,39,2
20/10/27,391,39,1
21/02/14,527,49,5
20/12/03,612,79,3
21/04/09,480,77,7
21/04/20,936,68,9
20/11/03,596,31,9
20/10/30,89,50,6
21/04/14,15,64,9
20/06/15,735,24,1
20/08/19,666,54,8
20/12/07,907,46,0
20/11/29,254,46,4
21/05/23,484,39,7
20/11/09,932,78,2
20/12/23,877,72,1
21/05/12,746,23,2
21/02/08,539,22,1
20/08/09,903,74,7
21/04/15,831,70,9
21/04/02,178,39,3
21/03/24,429,44,9
21/02/14,729,34,1
21/04/05,29,28,4
21/01/08,289,52,1
20/10/20,903,74,9
21/04/19,582,38,4
20/07/04,356,21,0
20/07/03,703,70,0
20/06/22,89,50,3
21/05/11,919,72,8
21/02/20,402,55,6
20/11/20,275,66,4
20/11/29,901,62,9
21/03/30,914,18,0
21/01/03,745,78,2
21/04/07,562,78,7
20/06/10,798,51,0
21/01/19,67,73,8
21/04/05,91,29,7
20/09/29,851,48,3
21/05/15,969,54,4
21/02/09,459,63,9
20/12/18,506,26,6
21/01/10,870,51,2
20/08/05,370,57,5
20/08/06,46,20,4
20/11/07,927,55,8
21/01/15,429,44,2
20/07/29,923,50,6
21/04/23,391,39,9
21/05/05,672,38,0
21/05/08,685,41,2
20/10/23,614,56,8
20/10/17,770,30,1
21/04/01,449,25,0
21/02/15,268,59,5
21/04/02,397,18,0
21/04/27,836,62,4
20/12/24,740,32,6
21/05/07,458,63,8
21/05/24,839,72,4
21/02/21,289,52,1
20/08/22,593,45,1
21/05/13,940,33,6
20/08/24,521,22,3
21/01/04,136,64,5
21/03/08,361,64,7
21/01/16,133,61,8
20/09/29,700,19,1
21/03/23,424,48,5
20/10/11,728,56,7
20/11/24,247,27,1
20/08/31,804,73,4
20/08/06,713,53,2
21/05/01,976,22,0
21/04/27,26,41,4
20/08/22,96,47,0
21/01/21,863,68,5
21/04/17,86,40,5
21/04/17,750,52,5
21/02/08,589,57,2
21/04/28,440,18,7
20/07/15,15,64,6
21/04/22,608,28,5
21/02/14,804,73,7
20/12/04,150,73,8
21/05/11,910,51,9
20/08/30,163,31,3
21/04/21,353,33,3
20/09/20,252,44,4
20/07/10,741,57,0
20/10/19,995,59,6
21/05/18,117,41,3
20/10/08,26,41,0
20/08/03,309,79,2
20/08/27,559,23,8
20/07/04,518,74,1
20/11/22,238,79,3
20/08/19,189,35,4
20/06/14,885,40,0
20/09/22,942,60,3
